,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,AREA,transInvest_Dvar
866,2030,Offshore wind - floating,Offshore wind - floating,Alpin,0.0
867,2030,Offshore wind - floating,ElectrolysisM,Marseille,0.0
868,2030,Offshore wind - floating,ElectrolysisM,Nice,0.0
869,2030,Offshore wind - floating,ElectrolysisM,Alpin,0.0
870,2030,Offshore wind - floating,CCS2,Marseille,0.0
871,2030,Offshore wind - floating,CCS2,Nice,0.0
872,2030,Offshore wind - floating,CCS2,Alpin,0.0
873,2030,Offshore wind - floating,Ground PV,Marseille,0.0
874,2030,Offshore wind - floating,Ground PV,Nice,0.0
875,2030,Offshore wind - floating,Ground PV,Alpin,0.0
876,2030,Offshore wind - floating,SMR,Marseille,0.0
877,2030,Offshore wind - floating,SMR,Nice,0.0
878,2030,Offshore wind - floating,SMR,Alpin,0.0
879,2030,Offshore wind - floating,SMR + CCS1,Marseille,0.0
880,2030,Offshore wind - floating,SMR + CCS1,Nice,0.0
881,2030,Offshore wind - floating,SMR + CCS1,Alpin,0.0
882,2030,Offshore wind - floating,CCS1,Marseille,0.0
883,2030,Offshore wind - floating,CCS1,Nice,0.0
884,2030,Offshore wind - floating,CCS1,Alpin,0.0
885,2030,Offshore wind - floating,ElectrolysisS,Marseille,0.0
886,2030,Offshore wind - floating,ElectrolysisS,Nice,0.0
887,2030,Offshore wind - floating,ElectrolysisS,Alpin,0.0
888,2030,Offshore wind - floating,Existing SMR,Marseille,0.0
889,2030,Offshore wind - floating,Existing SMR,Nice,0.0
890,2030,Offshore wind - floating,Existing SMR,Alpin,0.0
891,2030,Offshore wind - floating,ElectrolysisL,Marseille,0.0
892,2030,Offshore wind - floating,ElectrolysisL,Nice,0.0
893,2030,Offshore wind - floating,ElectrolysisL,Alpin,0.0
894,2030,Offshore wind - floating,SMR + CCS2,Marseille,0.0
895,2030,Offshore wind - floating,SMR + CCS2,Nice,0.0
896,2030,Offshore wind - floating,SMR + CCS2,Alpin,0.0
897,2030,Offshore wind - floating,Onshore wind,Marseille,0.0
898,2030,Offshore wind - floating,Onshore wind,Nice,0.0
899,2030,Offshore wind - floating,Onshore wind,Alpin,0.0
900,2030,ElectrolysisM,Offshore wind - floating,Marseille,0.0
901,2030,ElectrolysisM,Offshore wind - floating,Nice,0.0
902,2030,ElectrolysisM,Offshore wind - floating,Alpin,0.0
903,2030,ElectrolysisM,ElectrolysisM,Marseille,0.0
904,2030,ElectrolysisM,ElectrolysisM,Nice,0.0
905,2030,ElectrolysisM,ElectrolysisM,Alpin,0.0
906,2030,ElectrolysisM,CCS2,Marseille,0.0
907,2030,ElectrolysisM,CCS2,Nice,0.0
908,2030,ElectrolysisM,CCS2,Alpin,0.0
909,2030,ElectrolysisM,Ground PV,Marseille,0.0
910,2030,ElectrolysisM,Ground PV,Nice,0.0
911,2030,ElectrolysisM,Ground PV,Alpin,0.0
912,2030,ElectrolysisM,SMR,Marseille,0.0
913,2030,ElectrolysisM,SMR,Nice,0.0
914,2030,ElectrolysisM,SMR,Alpin,0.0
915,2030,ElectrolysisM,SMR + CCS1,Marseille,0.0
916,2030,ElectrolysisM,SMR + CCS1,Nice,0.0
917,2030,ElectrolysisM,SMR + CCS1,Alpin,0.0
918,2030,ElectrolysisM,CCS1,Marseille,0.0
919,2030,ElectrolysisM,CCS1,Nice,0.0
920,2030,ElectrolysisM,CCS1,Alpin,0.0
921,2030,ElectrolysisM,ElectrolysisS,Marseille,0.0
922,2030,ElectrolysisM,ElectrolysisS,Nice,0.0
923,2030,ElectrolysisM,ElectrolysisS,Alpin,0.0
924,2030,ElectrolysisM,Existing SMR,Marseille,0.0
925,2030,ElectrolysisM,Existing SMR,Nice,0.0
926,2030,ElectrolysisM,Existing SMR,Alpin,0.0
927,2030,ElectrolysisM,ElectrolysisL,Marseille,0.0
928,2030,ElectrolysisM,ElectrolysisL,Nice,0.0
929,2030,ElectrolysisM,ElectrolysisL,Alpin,0.0
930,2030,ElectrolysisM,SMR + CCS2,Marseille,0.0
931,2030,ElectrolysisM,SMR + CCS2,Nice,0.0
932,2030,ElectrolysisM,SMR + CCS2,Alpin,0.0
933,2030,ElectrolysisM,Onshore wind,Marseille,0.0
934,2030,ElectrolysisM,Onshore wind,Nice,0.0
935,2030,ElectrolysisM,Onshore wind,Alpin,0.0
936,2030,CCS2,Offshore wind - floating,Marseille,0.0
937,2030,CCS2,Offshore wind - floating,Nice,0.0
938,2030,CCS2,Offshore wind - floating,Alpin,0.0
939,2030,CCS2,ElectrolysisM,Marseille,0.0
940,2030,CCS2,ElectrolysisM,Nice,0.0
941,2030,CCS2,ElectrolysisM,Alpin,0.0
942,2030,CCS2,CCS2,Marseille,0.0
943,2030,CCS2,CCS2,Nice,0.0
944,2030,CCS2,CCS2,Alpin,0.0
945,2030,CCS2,Ground PV,Marseille,0.0
946,2030,CCS2,Ground PV,Nice,0.0
947,2030,CCS2,Ground PV,Alpin,0.0
948,2030,CCS2,SMR,Marseille,0.0
949,2030,CCS2,SMR,Nice,0.0
950,2030,CCS2,SMR,Alpin,0.0
951,2030,CCS2,SMR + CCS1,Marseille,0.0
952,2030,CCS2,SMR + CCS1,Nice,0.0
953,2030,CCS2,SMR + CCS1,Alpin,0.0
954,2030,CCS2,CCS1,Marseille,0.0
955,2030,CCS2,CCS1,Nice,0.0
956,2030,CCS2,CCS1,Alpin,0.0
957,2030,CCS2,ElectrolysisS,Marseille,0.0
958,2030,CCS2,ElectrolysisS,Nice,0.0
959,2030,CCS2,ElectrolysisS,Alpin,0.0
960,2030,CCS2,Existing SMR,Marseille,0.0
961,2030,CCS2,Existing SMR,Nice,0.0
962,2030,CCS2,Existing SMR,Alpin,0.0
963,2030,CCS2,ElectrolysisL,Marseille,0.0
964,2030,CCS2,ElectrolysisL,Nice,0.0
965,2030,CCS2,ElectrolysisL,Alpin,0.0
966,2030,CCS2,SMR + CCS2,Marseille,0.0
967,2030,CCS2,SMR + CCS2,Nice,0.0
968,2030,CCS2,SMR + CCS2,Alpin,0.0
969,2030,CCS2,Onshore wind,Marseille,0.0
970,2030,CCS2,Onshore wind,Nice,0.0
971,2030,CCS2,Onshore wind,Alpin,0.0
972,2030,Ground PV,Offshore wind - floating,Marseille,0.0
973,2030,Ground PV,Offshore wind - floating,Nice,0.0
974,2030,Ground PV,Offshore wind - floating,Alpin,0.0
975,2030,Ground PV,ElectrolysisM,Marseille,0.0
976,2030,Ground PV,ElectrolysisM,Nice,0.0
977,2030,Ground PV,ElectrolysisM,Alpin,0.0
978,2030,Ground PV,CCS2,Marseille,0.0
979,2030,Ground PV,CCS2,Nice,0.0
980,2030,Ground PV,CCS2,Alpin,0.0
981,2030,Ground PV,Ground PV,Marseille,0.0
982,2030,Ground PV,Ground PV,Nice,0.0
983,2030,Ground PV,Ground PV,Alpin,0.0
984,2030,Ground PV,SMR,Marseille,0.0
985,2030,Ground PV,SMR,Nice,0.0
986,2030,Ground PV,SMR,Alpin,0.0
987,2030,Ground PV,SMR + CCS1,Marseille,0.0
988,2030,Ground PV,SMR + CCS1,Nice,0.0
989,2030,Ground PV,SMR + CCS1,Alpin,0.0
990,2030,Ground PV,CCS1,Marseille,0.0
991,2030,Ground PV,CCS1,Nice,0.0
992,2030,Ground PV,CCS1,Alpin,0.0
993,2030,Ground PV,ElectrolysisS,Marseille,0.0
994,2030,Ground PV,ElectrolysisS,Nice,0.0
995,2030,Ground PV,ElectrolysisS,Alpin,0.0
996,2030,Ground PV,Existing SMR,Marseille,0.0
997,2030,Ground PV,Existing SMR,Nice,0.0
998,2030,Ground PV,Existing SMR,Alpin,0.0
999,2030,Ground PV,ElectrolysisL,Marseille,0.0
1000,2030,Ground PV,ElectrolysisL,Nice,0.0
1001,2030,Ground PV,ElectrolysisL,Alpin,0.0
1002,2030,Ground PV,SMR + CCS2,Marseille,0.0
1003,2030,Ground PV,SMR + CCS2,Nice,0.0
1004,2030,Ground PV,SMR + CCS2,Alpin,0.0
1005,2030,Ground PV,Onshore wind,Marseille,0.0
1006,2030,Ground PV,Onshore wind,Nice,0.0
1007,2030,Ground PV,Onshore wind,Alpin,0.0
1008,2030,SMR,Offshore wind - floating,Marseille,0.0
1009,2030,SMR,Offshore wind - floating,Nice,0.0
1010,2030,SMR,Offshore wind - floating,Alpin,0.0
1011,2030,SMR,ElectrolysisM,Marseille,0.0
1012,2030,SMR,ElectrolysisM,Nice,0.0
1013,2030,SMR,ElectrolysisM,Alpin,0.0
1014,2030,SMR,CCS2,Marseille,0.0
1015,2030,SMR,CCS2,Nice,0.0
1016,2030,SMR,CCS2,Alpin,0.0
1017,2030,SMR,Ground PV,Marseille,0.0
1018,2030,SMR,Ground PV,Nice,0.0
1019,2030,SMR,Ground PV,Alpin,0.0
1020,2030,SMR,SMR,Marseille,0.0
1021,2030,SMR,SMR,Nice,0.0
1022,2030,SMR,SMR,Alpin,0.0
1023,2030,SMR,SMR + CCS1,Marseille,0.0
1024,2030,SMR,SMR + CCS1,Nice,0.0
1025,2030,SMR,SMR + CCS1,Alpin,0.0
1026,2030,SMR,CCS1,Marseille,0.0
1027,2030,SMR,CCS1,Nice,0.0
1028,2030,SMR,CCS1,Alpin,0.0
1029,2030,SMR,ElectrolysisS,Marseille,0.0
1030,2030,SMR,ElectrolysisS,Nice,0.0
1031,2030,SMR,ElectrolysisS,Alpin,0.0
1032,2030,SMR,Existing SMR,Marseille,0.0
1033,2030,SMR,Existing SMR,Nice,0.0
1034,2030,SMR,Existing SMR,Alpin,0.0
1035,2030,SMR,ElectrolysisL,Marseille,0.0
1036,2030,SMR,ElectrolysisL,Nice,0.0
1037,2030,SMR,ElectrolysisL,Alpin,0.0
1038,2030,SMR,SMR + CCS2,Marseille,0.0
1039,2030,SMR,SMR + CCS2,Nice,0.0
1040,2030,SMR,SMR + CCS2,Alpin,0.0
1041,2030,SMR,Onshore wind,Marseille,0.0
1042,2030,SMR,Onshore wind,Nice,0.0
1043,2030,SMR,Onshore wind,Alpin,0.0
1044,2030,SMR + CCS1,Offshore wind - floating,Marseille,0.0
1045,2030,SMR + CCS1,Offshore wind - floating,Nice,0.0
1046,2030,SMR + CCS1,Offshore wind - floating,Alpin,0.0
1047,2030,SMR + CCS1,ElectrolysisM,Marseille,0.0
1048,2030,SMR + CCS1,ElectrolysisM,Nice,0.0
1049,2030,SMR + CCS1,ElectrolysisM,Alpin,0.0
1050,2030,SMR + CCS1,CCS2,Marseille,0.0
1051,2030,SMR + CCS1,CCS2,Nice,0.0
1052,2030,SMR + CCS1,CCS2,Alpin,0.0
1053,2030,SMR + CCS1,Ground PV,Marseille,0.0
1054,2030,SMR + CCS1,Ground PV,Nice,0.0
1055,2030,SMR + CCS1,Ground PV,Alpin,0.0
1056,2030,SMR + CCS1,SMR,Marseille,0.0
1057,2030,SMR + CCS1,SMR,Nice,0.0
1058,2030,SMR + CCS1,SMR,Alpin,0.0
1059,2030,SMR + CCS1,SMR + CCS1,Marseille,0.0
1060,2030,SMR + CCS1,SMR + CCS1,Nice,0.0
1061,2030,SMR + CCS1,SMR + CCS1,Alpin,0.0
1062,2030,SMR + CCS1,CCS1,Marseille,0.0
1063,2030,SMR + CCS1,CCS1,Nice,0.0
1064,2030,SMR + CCS1,CCS1,Alpin,0.0
1065,2030,SMR + CCS1,ElectrolysisS,Marseille,0.0
1066,2030,SMR + CCS1,ElectrolysisS,Nice,0.0
1067,2030,SMR + CCS1,ElectrolysisS,Alpin,0.0
1068,2030,SMR + CCS1,Existing SMR,Marseille,0.0
1069,2030,SMR + CCS1,Existing SMR,Nice,0.0
1070,2030,SMR + CCS1,Existing SMR,Alpin,0.0
1071,2030,SMR + CCS1,ElectrolysisL,Marseille,0.0
1072,2030,SMR + CCS1,ElectrolysisL,Nice,0.0
1073,2030,SMR + CCS1,ElectrolysisL,Alpin,0.0
1074,2030,SMR + CCS1,SMR + CCS2,Marseille,0.0
1075,2030,SMR + CCS1,SMR + CCS2,Nice,0.0
1076,2030,SMR + CCS1,SMR + CCS2,Alpin,0.0
1077,2030,SMR + CCS1,Onshore wind,Marseille,0.0
1078,2030,SMR + CCS1,Onshore wind,Nice,0.0
1079,2030,SMR + CCS1,Onshore wind,Alpin,0.0
1080,2030,CCS1,Offshore wind - floating,Marseille,0.0
1081,2030,CCS1,Offshore wind - floating,Nice,0.0
1082,2030,CCS1,Offshore wind - floating,Alpin,0.0
1083,2030,CCS1,ElectrolysisM,Marseille,0.0
1084,2030,CCS1,ElectrolysisM,Nice,0.0
1085,2030,CCS1,ElectrolysisM,Alpin,0.0
1086,2030,CCS1,CCS2,Marseille,0.0
1087,2030,CCS1,CCS2,Nice,0.0
1088,2030,CCS1,CCS2,Alpin,0.0
1089,2030,CCS1,Ground PV,Marseille,0.0
1090,2030,CCS1,Ground PV,Nice,0.0
1091,2030,CCS1,Ground PV,Alpin,0.0
1092,2030,CCS1,SMR,Marseille,0.0
1093,2030,CCS1,SMR,Nice,0.0
1094,2030,CCS1,SMR,Alpin,0.0
1095,2030,CCS1,SMR + CCS1,Marseille,0.0
1096,2030,CCS1,SMR + CCS1,Nice,0.0
1097,2030,CCS1,SMR + CCS1,Alpin,0.0
1098,2030,CCS1,CCS1,Marseille,0.0
1099,2030,CCS1,CCS1,Nice,0.0
1100,2030,CCS1,CCS1,Alpin,0.0
1101,2030,CCS1,ElectrolysisS,Marseille,0.0
1102,2030,CCS1,ElectrolysisS,Nice,0.0
1103,2030,CCS1,ElectrolysisS,Alpin,0.0
1104,2030,CCS1,Existing SMR,Marseille,0.0
1105,2030,CCS1,Existing SMR,Nice,0.0
1106,2030,CCS1,Existing SMR,Alpin,0.0
1107,2030,CCS1,ElectrolysisL,Marseille,0.0
1108,2030,CCS1,ElectrolysisL,Nice,0.0
1109,2030,CCS1,ElectrolysisL,Alpin,0.0
1110,2030,CCS1,SMR + CCS2,Marseille,0.0
1111,2030,CCS1,SMR + CCS2,Nice,0.0
1112,2030,CCS1,SMR + CCS2,Alpin,0.0
1113,2030,CCS1,Onshore wind,Marseille,0.0
1114,2030,CCS1,Onshore wind,Nice,0.0
1115,2030,CCS1,Onshore wind,Alpin,0.0
1116,2030,ElectrolysisS,Offshore wind - floating,Marseille,0.0
1117,2030,ElectrolysisS,Offshore wind - floating,Nice,0.0
1118,2030,ElectrolysisS,Offshore wind - floating,Alpin,0.0
1119,2030,ElectrolysisS,ElectrolysisM,Marseille,0.0
1120,2030,ElectrolysisS,ElectrolysisM,Nice,0.0
1121,2030,ElectrolysisS,ElectrolysisM,Alpin,0.0
1122,2030,ElectrolysisS,CCS2,Marseille,0.0
1123,2030,ElectrolysisS,CCS2,Nice,0.0
1124,2030,ElectrolysisS,CCS2,Alpin,0.0
1125,2030,ElectrolysisS,Ground PV,Marseille,0.0
1126,2030,ElectrolysisS,Ground PV,Nice,0.0
1127,2030,ElectrolysisS,Ground PV,Alpin,0.0
1128,2030,ElectrolysisS,SMR,Marseille,0.0
1129,2030,ElectrolysisS,SMR,Nice,0.0
1130,2030,ElectrolysisS,SMR,Alpin,0.0
1131,2030,ElectrolysisS,SMR + CCS1,Marseille,0.0
1132,2030,ElectrolysisS,SMR + CCS1,Nice,0.0
1133,2030,ElectrolysisS,SMR + CCS1,Alpin,0.0
1134,2030,ElectrolysisS,CCS1,Marseille,0.0
1135,2030,ElectrolysisS,CCS1,Nice,0.0
1136,2030,ElectrolysisS,CCS1,Alpin,0.0
1137,2030,ElectrolysisS,ElectrolysisS,Marseille,0.0
1138,2030,ElectrolysisS,ElectrolysisS,Nice,0.0
1139,2030,ElectrolysisS,ElectrolysisS,Alpin,0.0
1140,2030,ElectrolysisS,Existing SMR,Marseille,0.0
1141,2030,ElectrolysisS,Existing SMR,Nice,0.0
1142,2030,ElectrolysisS,Existing SMR,Alpin,0.0
1143,2030,ElectrolysisS,ElectrolysisL,Marseille,0.0
1144,2030,ElectrolysisS,ElectrolysisL,Nice,0.0
1145,2030,ElectrolysisS,ElectrolysisL,Alpin,0.0
1146,2030,ElectrolysisS,SMR + CCS2,Marseille,0.0
1147,2030,ElectrolysisS,SMR + CCS2,Nice,0.0
1148,2030,ElectrolysisS,SMR + CCS2,Alpin,0.0
1149,2030,ElectrolysisS,Onshore wind,Marseille,0.0
1150,2030,ElectrolysisS,Onshore wind,Nice,0.0
1151,2030,ElectrolysisS,Onshore wind,Alpin,0.0
1152,2030,Existing SMR,Offshore wind - floating,Marseille,0.0
1153,2030,Existing SMR,Offshore wind - floating,Nice,0.0
1154,2030,Existing SMR,Offshore wind - floating,Alpin,0.0
1155,2030,Existing SMR,ElectrolysisM,Marseille,0.0
1156,2030,Existing SMR,ElectrolysisM,Nice,0.0
1157,2030,Existing SMR,ElectrolysisM,Alpin,0.0
1158,2030,Existing SMR,CCS2,Marseille,0.0
1159,2030,Existing SMR,CCS2,Nice,0.0
1160,2030,Existing SMR,CCS2,Alpin,0.0
1161,2030,Existing SMR,Ground PV,Marseille,0.0
1162,2030,Existing SMR,Ground PV,Nice,0.0
1163,2030,Existing SMR,Ground PV,Alpin,0.0
1164,2030,Existing SMR,SMR,Marseille,0.0
1165,2030,Existing SMR,SMR,Nice,0.0
1166,2030,Existing SMR,SMR,Alpin,0.0
1167,2030,Existing SMR,SMR + CCS1,Marseille,0.0
1168,2030,Existing SMR,SMR + CCS1,Nice,0.0
1169,2030,Existing SMR,SMR + CCS1,Alpin,0.0
1170,2030,Existing SMR,CCS1,Marseille,0.0
1171,2030,Existing SMR,CCS1,Nice,0.0
1172,2030,Existing SMR,CCS1,Alpin,0.0
1173,2030,Existing SMR,ElectrolysisS,Marseille,0.0
1174,2030,Existing SMR,ElectrolysisS,Nice,0.0
1175,2030,Existing SMR,ElectrolysisS,Alpin,0.0
1176,2030,Existing SMR,Existing SMR,Marseille,0.0
1177,2030,Existing SMR,Existing SMR,Nice,0.0
1178,2030,Existing SMR,Existing SMR,Alpin,0.0
1179,2030,Existing SMR,ElectrolysisL,Marseille,0.0
1180,2030,Existing SMR,ElectrolysisL,Nice,0.0
1181,2030,Existing SMR,ElectrolysisL,Alpin,0.0
1182,2030,Existing SMR,SMR + CCS2,Marseille,0.0
1183,2030,Existing SMR,SMR + CCS2,Nice,0.0
1184,2030,Existing SMR,SMR + CCS2,Alpin,0.0
1185,2030,Existing SMR,Onshore wind,Marseille,0.0
1186,2030,Existing SMR,Onshore wind,Nice,0.0
1187,2030,Existing SMR,Onshore wind,Alpin,0.0
1188,2030,ElectrolysisL,Offshore wind - floating,Marseille,0.0
1189,2030,ElectrolysisL,Offshore wind - floating,Nice,0.0
1190,2030,ElectrolysisL,Offshore wind - floating,Alpin,0.0
1191,2030,ElectrolysisL,ElectrolysisM,Marseille,0.0
1192,2030,ElectrolysisL,ElectrolysisM,Nice,0.0
1193,2030,ElectrolysisL,ElectrolysisM,Alpin,0.0
1194,2030,ElectrolysisL,CCS2,Marseille,0.0
1195,2030,ElectrolysisL,CCS2,Nice,0.0
1196,2030,ElectrolysisL,CCS2,Alpin,0.0
1197,2030,ElectrolysisL,Ground PV,Marseille,0.0
1198,2030,ElectrolysisL,Ground PV,Nice,0.0
1199,2030,ElectrolysisL,Ground PV,Alpin,0.0
1200,2030,ElectrolysisL,SMR,Marseille,0.0
1201,2030,ElectrolysisL,SMR,Nice,0.0
1202,2030,ElectrolysisL,SMR,Alpin,0.0
1203,2030,ElectrolysisL,SMR + CCS1,Marseille,0.0
1204,2030,ElectrolysisL,SMR + CCS1,Nice,0.0
1205,2030,ElectrolysisL,SMR + CCS1,Alpin,0.0
1206,2030,ElectrolysisL,CCS1,Marseille,0.0
1207,2030,ElectrolysisL,CCS1,Nice,0.0
1208,2030,ElectrolysisL,CCS1,Alpin,0.0
1209,2030,ElectrolysisL,ElectrolysisS,Marseille,0.0
1210,2030,ElectrolysisL,ElectrolysisS,Nice,0.0
1211,2030,ElectrolysisL,ElectrolysisS,Alpin,0.0
1212,2030,ElectrolysisL,Existing SMR,Marseille,0.0
1213,2030,ElectrolysisL,Existing SMR,Nice,0.0
1214,2030,ElectrolysisL,Existing SMR,Alpin,0.0
1215,2030,ElectrolysisL,ElectrolysisL,Marseille,0.0
1216,2030,ElectrolysisL,ElectrolysisL,Nice,0.0
1217,2030,ElectrolysisL,ElectrolysisL,Alpin,0.0
1218,2030,ElectrolysisL,SMR + CCS2,Marseille,0.0
1219,2030,ElectrolysisL,SMR + CCS2,Nice,0.0
1220,2030,ElectrolysisL,SMR + CCS2,Alpin,0.0
1221,2030,ElectrolysisL,Onshore wind,Marseille,0.0
1222,2030,ElectrolysisL,Onshore wind,Nice,0.0
1223,2030,ElectrolysisL,Onshore wind,Alpin,0.0
1224,2030,SMR + CCS2,Offshore wind - floating,Marseille,0.0
1225,2030,SMR + CCS2,Offshore wind - floating,Nice,0.0
1226,2030,SMR + CCS2,Offshore wind - floating,Alpin,0.0
1227,2030,SMR + CCS2,ElectrolysisM,Marseille,0.0
1228,2030,SMR + CCS2,ElectrolysisM,Nice,0.0
1229,2030,SMR + CCS2,ElectrolysisM,Alpin,0.0
1230,2030,SMR + CCS2,CCS2,Marseille,0.0
1231,2030,SMR + CCS2,CCS2,Nice,0.0
1232,2030,SMR + CCS2,CCS2,Alpin,0.0
1233,2030,SMR + CCS2,Ground PV,Marseille,0.0
1234,2030,SMR + CCS2,Ground PV,Nice,0.0
1235,2030,SMR + CCS2,Ground PV,Alpin,0.0
1236,2030,SMR + CCS2,SMR,Marseille,0.0
1237,2030,SMR + CCS2,SMR,Nice,0.0
1238,2030,SMR + CCS2,SMR,Alpin,0.0
1239,2030,SMR + CCS2,SMR + CCS1,Marseille,0.0
1240,2030,SMR + CCS2,SMR + CCS1,Nice,0.0
1241,2030,SMR + CCS2,SMR + CCS1,Alpin,0.0
1242,2030,SMR + CCS2,CCS1,Marseille,0.0
1243,2030,SMR + CCS2,CCS1,Nice,0.0
1244,2030,SMR + CCS2,CCS1,Alpin,0.0
1245,2030,SMR + CCS2,ElectrolysisS,Marseille,0.0
1246,2030,SMR + CCS2,ElectrolysisS,Nice,0.0
1247,2030,SMR + CCS2,ElectrolysisS,Alpin,0.0
1248,2030,SMR + CCS2,Existing SMR,Marseille,0.0
1249,2030,SMR + CCS2,Existing SMR,Nice,0.0
1250,2030,SMR + CCS2,Existing SMR,Alpin,0.0
1251,2030,SMR + CCS2,ElectrolysisL,Marseille,0.0
1252,2030,SMR + CCS2,ElectrolysisL,Nice,0.0
1253,2030,SMR + CCS2,ElectrolysisL,Alpin,0.0
1254,2030,SMR + CCS2,SMR + CCS2,Marseille,0.0
1255,2030,SMR + CCS2,SMR + CCS2,Nice,0.0
1256,2030,SMR + CCS2,SMR + CCS2,Alpin,0.0
1257,2030,SMR + CCS2,Onshore wind,Marseille,0.0
1258,2030,SMR + CCS2,Onshore wind,Nice,0.0
1259,2030,SMR + CCS2,Onshore wind,Alpin,0.0
1260,2030,Onshore wind,Offshore wind - floating,Marseille,0.0
1261,2030,Onshore wind,Offshore wind - floating,Nice,0.0
1262,2030,Onshore wind,Offshore wind - floating,Alpin,0.0
1263,2030,Onshore wind,ElectrolysisM,Marseille,0.0
1264,2030,Onshore wind,ElectrolysisM,Nice,0.0
1265,2030,Onshore wind,ElectrolysisM,Alpin,0.0
1266,2030,Onshore wind,CCS2,Marseille,0.0
1267,2030,Onshore wind,CCS2,Nice,0.0
1268,2030,Onshore wind,CCS2,Alpin,0.0
1269,2030,Onshore wind,Ground PV,Marseille,0.0
1270,2030,Onshore wind,Ground PV,Nice,0.0
1271,2030,Onshore wind,Ground PV,Alpin,0.0
1272,2030,Onshore wind,SMR,Marseille,0.0
1273,2030,Onshore wind,SMR,Nice,0.0
1274,2030,Onshore wind,SMR,Alpin,0.0
1275,2030,Onshore wind,SMR + CCS1,Marseille,0.0
1276,2030,Onshore wind,SMR + CCS1,Nice,0.0
1277,2030,Onshore wind,SMR + CCS1,Alpin,0.0
1278,2030,Onshore wind,CCS1,Marseille,0.0
1279,2030,Onshore wind,CCS1,Nice,0.0
1280,2030,Onshore wind,CCS1,Alpin,0.0
1281,2030,Onshore wind,ElectrolysisS,Marseille,0.0
1282,2030,Onshore wind,ElectrolysisS,Nice,0.0
1283,2030,Onshore wind,ElectrolysisS,Alpin,0.0
1284,2030,Onshore wind,Existing SMR,Marseille,0.0
1285,2030,Onshore wind,Existing SMR,Nice,0.0
1286,2030,Onshore wind,Existing SMR,Alpin,0.0
1287,2030,Onshore wind,ElectrolysisL,Marseille,0.0
1288,2030,Onshore wind,ElectrolysisL,Nice,0.0
1289,2030,Onshore wind,ElectrolysisL,Alpin,0.0
1290,2030,Onshore wind,SMR + CCS2,Marseille,0.0
1291,2030,Onshore wind,SMR + CCS2,Nice,0.0
1292,2030,Onshore wind,SMR + CCS2,Alpin,0.0
1293,2030,Onshore wind,Onshore wind,Marseille,0.0
1294,2030,Onshore wind,Onshore wind,Nice,0.0
1295,2030,Onshore wind,Onshore wind,Alpin,0.0
